,visual acuity,side,year,age,gender,n
778,"[0.15, 0.45)",right,2014,"[85.0, inf)",male,5243
779,"[0.15, 0.45)",right,2014,"[85.0, inf)",female,11811
780,"[0.15, 0.45)",right,2013,"[0.0, 20.0)",male,1177
781,"[0.15, 0.45)",right,2013,"[0.0, 20.0)",female,1315
782,"[0.15, 0.45)",right,2013,"[20.0, 25.0)",male,6375
783,"[0.15, 0.45)",right,2013,"[20.0, 25.0)",female,12880
784,"[0.15, 0.45)",right,2013,"[25.0, 30.0)",male,18969
785,"[0.15, 0.45)",right,2013,"[25.0, 30.0)",female,25639
786,"[0.15, 0.45)",right,2013,"[30.0, 35.0)",male,25581
787,"[0.15, 0.45)",right,2013,"[30.0, 35.0)",female,21239
788,"[0.15, 0.45)",right,2013,"[35.0, 40.0)",male,15781
789,"[0.15, 0.45)",right,2013,"[35.0, 40.0)",female,12422
790,"[0.15, 0.45)",right,2013,"[40.0, 45.0)",male,17935
791,"[0.15, 0.45)",right,2013,"[40.0, 45.0)",female,27733
792,"[0.15, 0.45)",right,2013,"[45.0, 50.0)",male,25047
793,"[0.15, 0.45)",right,2013,"[45.0, 50.0)",female,37586
794,"[0.15, 0.45)",right,2013,"[50.0, 55.0)",male,31598
795,"[0.15, 0.45)",right,2013,"[50.0, 55.0)",female,55742
796,"[0.15, 0.45)",right,2013,"[55.0, 60.0)",male,28225
797,"[0.15, 0.45)",right,2013,"[55.0, 60.0)",female,48200
798,"[0.15, 0.45)",right,2013,"[60.0, 65.0)",male,34138
799,"[0.15, 0.45)",right,2013,"[60.0, 65.0)",female,63044
800,"[0.15, 0.45)",right,2013,"[65.0, 70.0)",male,18049
801,"[0.15, 0.45)",right,2013,"[65.0, 70.0)",female,26921
802,"[0.15, 0.45)",right,2013,"[70.0, 75.0)",male,46487
803,"[0.15, 0.45)",right,2013,"[70.0, 75.0)",female,83338
804,"[0.15, 0.45)",right,2013,"[75.0, 80.0)",male,26024
805,"[0.15, 0.45)",right,2013,"[75.0, 80.0)",female,46105
806,"[0.15, 0.45)",right,2013,"[80.0, 85.0)",male,15913
807,"[0.15, 0.45)",right,2013,"[80.0, 85.0)",female,29861
808,"[0.15, 0.45)",right,2013,"[85.0, inf)",male,4723
809,"[0.15, 0.45)",right,2013,"[85.0, inf)",female,10270
810,"[0.15, 0.45)",right,2012,"[0.0, 20.0)",male,913
811,"[0.15, 0.45)",right,2012,"[0.0, 20.0)",female,1138
812,"[0.15, 0.45)",right,2012,"[20.0, 25.0)",male,5708
813,"[0.15, 0.45)",right,2012,"[20.0, 25.0)",female,11936
814,"[0.15, 0.45)",right,2012,"[25.0, 30.0)",male,17735
815,"[0.15, 0.45)",right,2012,"[25.0, 30.0)",female,24599
816,"[0.15, 0.45)",right,2012,"[30.0, 35.0)",male,23465
817,"[0.15, 0.45)",right,2012,"[30.0, 35.0)",female,21305
818,"[0.15, 0.45)",right,2012,"[35.0, 40.0)",male,15702
819,"[0.15, 0.45)",right,2012,"[35.0, 40.0)",female,13893
820,"[0.15, 0.45)",right,2012,"[40.0, 45.0)",male,17462
821,"[0.15, 0.45)",right,2012,"[40.0, 45.0)",female,27263
822,"[0.15, 0.45)",right,2012,"[45.0, 50.0)",male,25243
823,"[0.15, 0.45)",right,2012,"[45.0, 50.0)",female,36149
824,"[0.15, 0.45)",right,2012,"[50.0, 55.0)",male,34927
825,"[0.15, 0.45)",right,2012,"[50.0, 55.0)",female,59197
826,"[0.15, 0.45)",right,2012,"[55.0, 60.0)",male,28935
827,"[0.15, 0.45)",right,2012,"[55.0, 60.0)",female,45809
828,"[0.15, 0.45)",right,2012,"[60.0, 65.0)",male,37280
829,"[0.15, 0.45)",right,2012,"[60.0, 65.0)",female,68546
830,"[0.15, 0.45)",right,2012,"[65.0, 70.0)",male,18785
831,"[0.15, 0.45)",right,2012,"[65.0, 70.0)",female,29820
832,"[0.15, 0.45)",right,2012,"[70.0, 75.0)",male,48416
833,"[0.15, 0.45)",right,2012,"[70.0, 75.0)",female,87908
834,"[0.15, 0.45)",right,2012,"[75.0, 80.0)",male,24393
835,"[0.15, 0.45)",right,2012,"[75.0, 80.0)",female,43625
836,"[0.15, 0.45)",right,2012,"[80.0, 85.0)",male,14718
837,"[0.15, 0.45)",right,2012,"[80.0, 85.0)",female,27991
838,"[0.15, 0.45)",right,2012,"[85.0, inf)",male,4174
839,"[0.15, 0.45)",right,2012,"[85.0, inf)",female,7956
840,"[0.45, 0.75)",left,2011,"[0.0, 20.0)",male,1373
841,"[0.45, 0.75)",left,2011,"[0.0, 20.0)",female,2071
842,"[0.45, 0.75)",left,2011,"[20.0, 25.0)",male,12831
843,"[0.45, 0.75)",left,2011,"[20.0, 25.0)",female,25037
844,"[0.45, 0.75)",left,2011,"[25.0, 30.0)",male,52310
845,"[0.45, 0.75)",left,2011,"[25.0, 30.0)",female,55909
846,"[0.45, 0.75)",left,2011,"[30.0, 35.0)",male,68514
847,"[0.45, 0.75)",left,2011,"[30.0, 35.0)",female,43709
848,"[0.45, 0.75)",left,2011,"[35.0, 40.0)",male,54130
849,"[0.45, 0.75)",left,2011,"[35.0, 40.0)",female,32048
850,"[0.45, 0.75)",left,2011,"[40.0, 45.0)",male,59064
851,"[0.45, 0.75)",left,2011,"[40.0, 45.0)",female,72517
852,"[0.45, 0.75)",left,2011,"[45.0, 50.0)",male,88277
853,"[0.45, 0.75)",left,2011,"[45.0, 50.0)",female,101526
854,"[0.45, 0.75)",left,2011,"[50.0, 55.0)",male,126476
855,"[0.45, 0.75)",left,2011,"[50.0, 55.0)",female,186356
856,"[0.45, 0.75)",left,2011,"[55.0, 60.0)",male,108973
857,"[0.45, 0.75)",left,2011,"[55.0, 60.0)",female,145187
858,"[0.45, 0.75)",left,2011,"[60.0, 65.0)",male,129662
859,"[0.45, 0.75)",left,2011,"[60.0, 65.0)",female,178189
860,"[0.45, 0.75)",left,2011,"[65.0, 70.0)",male,60068
861,"[0.45, 0.75)",left,2011,"[65.0, 70.0)",female,64875
862,"[0.45, 0.75)",left,2011,"[70.0, 75.0)",male,105624
863,"[0.45, 0.75)",left,2011,"[70.0, 75.0)",female,135304
864,"[0.45, 0.75)",left,2011,"[75.0, 80.0)",male,39856
865,"[0.45, 0.75)",left,2011,"[75.0, 80.0)",female,50574
866,"[0.45, 0.75)",left,2011,"[80.0, 85.0)",male,17676
867,"[0.45, 0.75)",left,2011,"[80.0, 85.0)",female,23965
868,"[0.45, 0.75)",left,2011,"[85.0, inf)",male,3816
869,"[0.45, 0.75)",left,2011,"[85.0, inf)",female,4566
870,"[0.45, 0.75)",left,2017,"[0.0, 20.0)",male,2147
871,"[0.45, 0.75)",left,2017,"[0.0, 20.0)",female,1743
872,"[0.45, 0.75)",left,2017,"[20.0, 25.0)",male,16930
873,"[0.45, 0.75)",left,2017,"[20.0, 25.0)",female,28023
874,"[0.45, 0.75)",left,2017,"[25.0, 30.0)",male,52213
875,"[0.45, 0.75)",left,2017,"[25.0, 30.0)",female,58006
876,"[0.45, 0.75)",left,2017,"[30.0, 35.0)",male,66966
877,"[0.45, 0.75)",left,2017,"[30.0, 35.0)",female,53388
878,"[0.45, 0.75)",left,2017,"[35.0, 40.0)",male,68234
879,"[0.45, 0.75)",left,2017,"[35.0, 40.0)",female,44130
880,"[0.45, 0.75)",left,2017,"[40.0, 45.0)",male,90097
881,"[0.45, 0.75)",left,2017,"[40.0, 45.0)",female,112217
882,"[0.45, 0.75)",left,2017,"[45.0, 50.0)",male,109341
883,"[0.45, 0.75)",left,2017,"[45.0, 50.0)",female,138412
884,"[0.45, 0.75)",left,2017,"[50.0, 55.0)",male,137327
885,"[0.45, 0.75)",left,2017,"[50.0, 55.0)",female,194722
886,"[0.45, 0.75)",left,2017,"[55.0, 60.0)",male,150177
887,"[0.45, 0.75)",left,2017,"[55.0, 60.0)",female,206318
888,"[0.45, 0.75)",left,2017,"[60.0, 65.0)",male,181369
889,"[0.45, 0.75)",left,2017,"[60.0, 65.0)",female,259347
890,"[0.45, 0.75)",left,2017,"[65.0, 70.0)",male,123575
891,"[0.45, 0.75)",left,2017,"[65.0, 70.0)",female,153123
892,"[0.45, 0.75)",left,2017,"[70.0, 75.0)",male,131156
893,"[0.45, 0.75)",left,2017,"[70.0, 75.0)",female,170258
894,"[0.45, 0.75)",left,2017,"[75.0, 80.0)",male,70528
895,"[0.45, 0.75)",left,2017,"[75.0, 80.0)",female,90219
896,"[0.45, 0.75)",left,2017,"[80.0, 85.0)",male,41712
897,"[0.45, 0.75)",left,2017,"[80.0, 85.0)",female,55039
898,"[0.45, 0.75)",left,2017,"[85.0, inf)",male,7959
899,"[0.45, 0.75)",left,2017,"[85.0, inf)",female,12481
900,"[0.45, 0.75)",left,2016,"[0.0, 20.0)",male,2287
901,"[0.45, 0.75)",left,2016,"[0.0, 20.0)",female,2072
902,"[0.45, 0.75)",left,2016,"[20.0, 25.0)",male,16571
903,"[0.45, 0.75)",left,2016,"[20.0, 25.0)",female,28807
904,"[0.45, 0.75)",left,2016,"[25.0, 30.0)",male,51062
905,"[0.45, 0.75)",left,2016,"[25.0, 30.0)",female,58825
906,"[0.45, 0.75)",left,2016,"[30.0, 35.0)",male,69277
907,"[0.45, 0.75)",left,2016,"[30.0, 35.0)",female,52812
908,"[0.45, 0.75)",left,2016,"[35.0, 40.0)",male,64878
909,"[0.45, 0.75)",left,2016,"[35.0, 40.0)",female,40704
910,"[0.45, 0.75)",left,2016,"[40.0, 45.0)",male,89000
911,"[0.45, 0.75)",left,2016,"[40.0, 45.0)",female,110349
912,"[0.45, 0.75)",left,2016,"[45.0, 50.0)",male,106509
913,"[0.45, 0.75)",left,2016,"[45.0, 50.0)",female,135905
914,"[0.45, 0.75)",left,2016,"[50.0, 55.0)",male,139475
915,"[0.45, 0.75)",left,2016,"[50.0, 55.0)",female,193117
916,"[0.45, 0.75)",left,2016,"[55.0, 60.0)",male,146386
917,"[0.45, 0.75)",left,2016,"[55.0, 60.0)",female,200795
918,"[0.45, 0.75)",left,2016,"[60.0, 65.0)",male,174709
919,"[0.45, 0.75)",left,2016,"[60.0, 65.0)",female,246969
920,"[0.45, 0.75)",left,2016,"[65.0, 70.0)",male,123678
921,"[0.45, 0.75)",left,2016,"[65.0, 70.0)",female,152870
922,"[0.45, 0.75)",left,2016,"[70.0, 75.0)",male,130632
923,"[0.45, 0.75)",left,2016,"[70.0, 75.0)",female,169704
924,"[0.45, 0.75)",left,2016,"[75.0, 80.0)",male,62181
925,"[0.45, 0.75)",left,2016,"[75.0, 80.0)",female,80210
926,"[0.45, 0.75)",left,2016,"[80.0, 85.0)",male,37184
927,"[0.45, 0.75)",left,2016,"[80.0, 85.0)",female,49018
928,"[0.45, 0.75)",left,2016,"[85.0, inf)",male,6888
929,"[0.45, 0.75)",left,2016,"[85.0, inf)",female,11061
930,"[0.45, 0.75)",left,2015,"[0.0, 20.0)",male,2429
931,"[0.45, 0.75)",left,2015,"[0.0, 20.0)",female,2186
932,"[0.45, 0.75)",left,2015,"[20.0, 25.0)",male,16400
933,"[0.45, 0.75)",left,2015,"[20.0, 25.0)",female,26509
934,"[0.45, 0.75)",left,2015,"[25.0, 30.0)",male,50432
935,"[0.45, 0.75)",left,2015,"[25.0, 30.0)",female,52255
936,"[0.45, 0.75)",left,2015,"[30.0, 35.0)",male,72414
937,"[0.45, 0.75)",left,2015,"[30.0, 35.0)",female,57316
938,"[0.45, 0.75)",left,2015,"[35.0, 40.0)",male,60387
939,"[0.45, 0.75)",left,2015,"[35.0, 40.0)",female,42511
940,"[0.45, 0.75)",left,2015,"[40.0, 45.0)",male,88388
941,"[0.45, 0.75)",left,2015,"[40.0, 45.0)",female,111190
942,"[0.45, 0.75)",left,2015,"[45.0, 50.0)",male,103727
943,"[0.45, 0.75)",left,2015,"[45.0, 50.0)",female,128849
944,"[0.45, 0.75)",left,2015,"[50.0, 55.0)",male,141269
945,"[0.45, 0.75)",left,2015,"[50.0, 55.0)",female,194615
946,"[0.45, 0.75)",left,2015,"[55.0, 60.0)",male,142757
947,"[0.45, 0.75)",left,2015,"[55.0, 60.0)",female,188274
948,"[0.45, 0.75)",left,2015,"[60.0, 65.0)",male,156687
949,"[0.45, 0.75)",left,2015,"[60.0, 65.0)",female,219717
950,"[0.45, 0.75)",left,2015,"[65.0, 70.0)",male,122931
951,"[0.45, 0.75)",left,2015,"[65.0, 70.0)",female,151674
952,"[0.45, 0.75)",left,2015,"[70.0, 75.0)",male,120881
953,"[0.45, 0.75)",left,2015,"[70.0, 75.0)",female,153946
954,"[0.45, 0.75)",left,2015,"[75.0, 80.0)",male,61430
955,"[0.45, 0.75)",left,2015,"[75.0, 80.0)",female,76431
956,"[0.45, 0.75)",left,2015,"[80.0, 85.0)",male,31720
957,"[0.45, 0.75)",left,2015,"[80.0, 85.0)",female,43188
958,"[0.45, 0.75)",left,2015,"[85.0, inf)",male,6443
959,"[0.45, 0.75)",left,2015,"[85.0, inf)",female,9727
960,"[0.45, 0.75)",left,2014,"[0.0, 20.0)",male,2433
961,"[0.45, 0.75)",left,2014,"[0.0, 20.0)",female,2271
962,"[0.45, 0.75)",left,2014,"[20.0, 25.0)",male,15440
963,"[0.45, 0.75)",left,2014,"[20.0, 25.0)",female,25595
964,"[0.45, 0.75)",left,2014,"[25.0, 30.0)",male,49223
965,"[0.45, 0.75)",left,2014,"[25.0, 30.0)",female,50751
966,"[0.45, 0.75)",left,2014,"[30.0, 35.0)",male,73191
967,"[0.45, 0.75)",left,2014,"[30.0, 35.0)",female,50158
968,"[0.45, 0.75)",left,2014,"[35.0, 40.0)",male,56680
969,"[0.45, 0.75)",left,2014,"[35.0, 40.0)",female,38610
970,"[0.45, 0.75)",left,2014,"[40.0, 45.0)",male,64181
971,"[0.45, 0.75)",left,2014,"[40.0, 45.0)",female,76423
972,"[0.45, 0.75)",left,2014,"[45.0, 50.0)",male,97148
973,"[0.45, 0.75)",left,2014,"[45.0, 50.0)",female,118050
974,"[0.45, 0.75)",left,2014,"[50.0, 55.0)",male,137317
975,"[0.45, 0.75)",left,2014,"[50.0, 55.0)",female,190586
976,"[0.45, 0.75)",left,2014,"[55.0, 60.0)",male,133294
977,"[0.45, 0.75)",left,2014,"[55.0, 60.0)",female,168484
978,"[0.45, 0.75)",left,2014,"[60.0, 65.0)",male,145626
979,"[0.45, 0.75)",left,2014,"[60.0, 65.0)",female,204660
980,"[0.45, 0.75)",left,2014,"[65.0, 70.0)",male,62833
981,"[0.45, 0.75)",left,2014,"[65.0, 70.0)",female,67871
982,"[0.45, 0.75)",left,2014,"[70.0, 75.0)",male,119020
983,"[0.45, 0.75)",left,2014,"[70.0, 75.0)",female,156970
984,"[0.45, 0.75)",left,2014,"[75.0, 80.0)",male,52698
985,"[0.45, 0.75)",left,2014,"[75.0, 80.0)",female,67658
986,"[0.45, 0.75)",left,2014,"[80.0, 85.0)",male,26578
987,"[0.45, 0.75)",left,2014,"[80.0, 85.0)",female,37134
988,"[0.45, 0.75)",left,2014,"[85.0, inf)",male,5323
989,"[0.45, 0.75)",left,2014,"[85.0, inf)",female,7915
990,"[0.45, 0.75)",left,2013,"[0.0, 20.0)",male,2360
991,"[0.45, 0.75)",left,2013,"[0.0, 20.0)",female,2655
992,"[0.45, 0.75)",left,2013,"[20.0, 25.0)",male,14883
993,"[0.45, 0.75)",left,2013,"[20.0, 25.0)",female,25603
994,"[0.45, 0.75)",left,2013,"[25.0, 30.0)",male,49348
995,"[0.45, 0.75)",left,2013,"[25.0, 30.0)",female,52348
996,"[0.45, 0.75)",left,2013,"[30.0, 35.0)",male,74909
997,"[0.45, 0.75)",left,2013,"[30.0, 35.0)",female,47967
998,"[0.45, 0.75)",left,2013,"[35.0, 40.0)",male,53915
999,"[0.45, 0.75)",left,2013,"[35.0, 40.0)",female,31978
1000,"[0.45, 0.75)",left,2013,"[40.0, 45.0)",male,64300
1001,"[0.45, 0.75)",left,2013,"[40.0, 45.0)",female,76775
1002,"[0.45, 0.75)",left,2013,"[45.0, 50.0)",male,89956
1003,"[0.45, 0.75)",left,2013,"[45.0, 50.0)",female,109119
1004,"[0.45, 0.75)",left,2013,"[50.0, 55.0)",male,127377
1005,"[0.45, 0.75)",left,2013,"[50.0, 55.0)",female,181476
1006,"[0.45, 0.75)",left,2013,"[55.0, 60.0)",male,119958
1007,"[0.45, 0.75)",left,2013,"[55.0, 60.0)",female,160883
1008,"[0.45, 0.75)",left,2013,"[60.0, 65.0)",male,129654
1009,"[0.45, 0.75)",left,2013,"[60.0, 65.0)",female,180490
1010,"[0.45, 0.75)",left,2013,"[65.0, 70.0)",male,55745
1011,"[0.45, 0.75)",left,2013,"[65.0, 70.0)",female,60146
1012,"[0.45, 0.75)",left,2013,"[70.0, 75.0)",male,112351
1013,"[0.45, 0.75)",left,2013,"[70.0, 75.0)",female,145721
1014,"[0.45, 0.75)",left,2013,"[75.0, 80.0)",male,47641
1015,"[0.45, 0.75)",left,2013,"[75.0, 80.0)",female,61204
1016,"[0.45, 0.75)",left,2013,"[80.0, 85.0)",male,21937
1017,"[0.45, 0.75)",left,2013,"[80.0, 85.0)",female,30558
1018,"[0.45, 0.75)",left,2013,"[85.0, inf)",male,4598
1019,"[0.45, 0.75)",left,2013,"[85.0, inf)",female,6714
1020,"[0.45, 0.75)",left,2012,"[0.0, 20.0)",male,1826
1021,"[0.45, 0.75)",left,2012,"[0.0, 20.0)",female,2361
1022,"[0.45, 0.75)",left,2012,"[20.0, 25.0)",male,13209
1023,"[0.45, 0.75)",left,2012,"[20.0, 25.0)",female,23159
1024,"[0.45, 0.75)",left,2012,"[25.0, 30.0)",male,47137
1025,"[0.45, 0.75)",left,2012,"[25.0, 30.0)",female,50283
1026,"[0.45, 0.75)",left,2012,"[30.0, 35.0)",male,68518
1027,"[0.45, 0.75)",left,2012,"[30.0, 35.0)",female,47630
1028,"[0.45, 0.75)",left,2012,"[35.0, 40.0)",male,53128
1029,"[0.45, 0.75)",left,2012,"[35.0, 40.0)",female,35717
1030,"[0.45, 0.75)",left,2012,"[40.0, 45.0)",male,62261
1031,"[0.45, 0.75)",left,2012,"[40.0, 45.0)",female,75369
1032,"[0.45, 0.75)",left,2012,"[45.0, 50.0)",male,90372
1033,"[0.45, 0.75)",left,2012,"[45.0, 50.0)",female,106552
1034,"[0.45, 0.75)",left,2012,"[50.0, 55.0)",male,137875
1035,"[0.45, 0.75)",left,2012,"[50.0, 55.0)",female,189131
1036,"[0.45, 0.75)",left,2012,"[55.0, 60.0)",male,119429
1037,"[0.45, 0.75)",left,2012,"[55.0, 60.0)",female,148422
1038,"[0.45, 0.75)",left,2012,"[60.0, 65.0)",male,136988
1039,"[0.45, 0.75)",left,2012,"[60.0, 65.0)",female,189550
1040,"[0.45, 0.75)",left,2012,"[65.0, 70.0)",male,55991
1041,"[0.45, 0.75)",left,2012,"[65.0, 70.0)",female,63038
1042,"[0.45, 0.75)",left,2012,"[70.0, 75.0)",male,114666
1043,"[0.45, 0.75)",left,2012,"[70.0, 75.0)",female,147686
1044,"[0.45, 0.75)",left,2012,"[75.0, 80.0)",male,43363
1045,"[0.45, 0.75)",left,2012,"[75.0, 80.0)",female,55241
1046,"[0.45, 0.75)",left,2012,"[80.0, 85.0)",male,20164
1047,"[0.45, 0.75)",left,2012,"[80.0, 85.0)",female,27783
1048,"[0.45, 0.75)",left,2012,"[85.0, inf)",male,3899
1049,"[0.45, 0.75)",left,2012,"[85.0, inf)",female,5058
1050,"[0.45, 0.75)",right,2011,"[0.0, 20.0)",male,1394
1051,"[0.45, 0.75)",right,2011,"[0.0, 20.0)",female,1998
1052,"[0.45, 0.75)",right,2011,"[20.0, 25.0)",male,12931
1053,"[0.45, 0.75)",right,2011,"[20.0, 25.0)",female,25065
1054,"[0.45, 0.75)",right,2011,"[25.0, 30.0)",male,53342
1055,"[0.45, 0.75)",right,2011,"[25.0, 30.0)",female,56306
1056,"[0.45, 0.75)",right,2011,"[30.0, 35.0)",male,69528
1057,"[0.45, 0.75)",right,2011,"[30.0, 35.0)",female,44250
1058,"[0.45, 0.75)",right,2011,"[35.0, 40.0)",male,55101
1059,"[0.45, 0.75)",right,2011,"[35.0, 40.0)",female,33240
1060,"[0.45, 0.75)",right,2011,"[40.0, 45.0)",male,59262
1061,"[0.45, 0.75)",right,2011,"[40.0, 45.0)",female,73656
1062,"[0.45, 0.75)",right,2011,"[45.0, 50.0)",male,87844
1063,"[0.45, 0.75)",right,2011,"[45.0, 50.0)",female,102532
1064,"[0.45, 0.75)",right,2011,"[50.0, 55.0)",male,125490
1065,"[0.45, 0.75)",right,2011,"[50.0, 55.0)",female,185161
1066,"[0.45, 0.75)",right,2011,"[55.0, 60.0)",male,107902
1067,"[0.45, 0.75)",right,2011,"[55.0, 60.0)",female,144426
1068,"[0.45, 0.75)",right,2011,"[60.0, 65.0)",male,127396
1069,"[0.45, 0.75)",right,2011,"[60.0, 65.0)",female,177307
1070,"[0.45, 0.75)",right,2011,"[65.0, 70.0)",male,58934
1071,"[0.45, 0.75)",right,2011,"[65.0, 70.0)",female,64024
1072,"[0.45, 0.75)",right,2011,"[70.0, 75.0)",male,102926
1073,"[0.45, 0.75)",right,2011,"[70.0, 75.0)",female,132440
1074,"[0.45, 0.75)",right,2011,"[75.0, 80.0)",male,38813
1075,"[0.45, 0.75)",right,2011,"[75.0, 80.0)",female,49944
1076,"[0.45, 0.75)",right,2011,"[80.0, 85.0)",male,16908
1077,"[0.45, 0.75)",right,2011,"[80.0, 85.0)",female,23356
1078,"[0.45, 0.75)",right,2011,"[85.0, inf)",male,3727
1079,"[0.45, 0.75)",right,2011,"[85.0, inf)",female,4507
1080,"[0.45, 0.75)",right,2017,"[0.0, 20.0)",male,2251
1081,"[0.45, 0.75)",right,2017,"[0.0, 20.0)",female,1779
1082,"[0.45, 0.75)",right,2017,"[20.0, 25.0)",male,17275
1083,"[0.45, 0.75)",right,2017,"[20.0, 25.0)",female,27602
1084,"[0.45, 0.75)",right,2017,"[25.0, 30.0)",male,53590
1085,"[0.45, 0.75)",right,2017,"[25.0, 30.0)",female,58432
1086,"[0.45, 0.75)",right,2017,"[30.0, 35.0)",male,67478
1087,"[0.45, 0.75)",right,2017,"[30.0, 35.0)",female,54330
1088,"[0.45, 0.75)",right,2017,"[35.0, 40.0)",male,69192
1089,"[0.45, 0.75)",right,2017,"[35.0, 40.0)",female,44611
1090,"[0.45, 0.75)",right,2017,"[40.0, 45.0)",male,90001
1091,"[0.45, 0.75)",right,2017,"[40.0, 45.0)",female,114077
1092,"[0.45, 0.75)",right,2017,"[45.0, 50.0)",male,108307
1093,"[0.45, 0.75)",right,2017,"[45.0, 50.0)",female,137792
1094,"[0.45, 0.75)",right,2017,"[50.0, 55.0)",male,135442
1095,"[0.45, 0.75)",right,2017,"[50.0, 55.0)",female,194223
1096,"[0.45, 0.75)",right,2017,"[55.0, 60.0)",male,148168
1097,"[0.45, 0.75)",right,2017,"[55.0, 60.0)",female,205252
1098,"[0.45, 0.75)",right,2017,"[60.0, 65.0)",male,178739
1099,"[0.45, 0.75)",right,2017,"[60.0, 65.0)",female,258368
1100,"[0.45, 0.75)",right,2017,"[65.0, 70.0)",male,122745
1101,"[0.45, 0.75)",right,2017,"[65.0, 70.0)",female,151885
1102,"[0.45, 0.75)",right,2017,"[70.0, 75.0)",male,129812
1103,"[0.45, 0.75)",right,2017,"[70.0, 75.0)",female,168071
1104,"[0.45, 0.75)",right,2017,"[75.0, 80.0)",male,69731
1105,"[0.45, 0.75)",right,2017,"[75.0, 80.0)",female,89149
1106,"[0.45, 0.75)",right,2017,"[80.0, 85.0)",male,41046
1107,"[0.45, 0.75)",right,2017,"[80.0, 85.0)",female,54211
1108,"[0.45, 0.75)",right,2017,"[85.0, inf)",male,7945
1109,"[0.45, 0.75)",right,2017,"[85.0, inf)",female,12717
1110,"[0.45, 0.75)",right,2016,"[0.0, 20.0)",male,2397
1111,"[0.45, 0.75)",right,2016,"[0.0, 20.0)",female,2043
1112,"[0.45, 0.75)",right,2016,"[20.0, 25.0)",male,17168
1113,"[0.45, 0.75)",right,2016,"[20.0, 25.0)",female,28846
1114,"[0.45, 0.75)",right,2016,"[25.0, 30.0)",male,52169
1115,"[0.45, 0.75)",right,2016,"[25.0, 30.0)",female,59470
1116,"[0.45, 0.75)",right,2016,"[30.0, 35.0)",male,70555
1117,"[0.45, 0.75)",right,2016,"[30.0, 35.0)",female,53689
1118,"[0.45, 0.75)",right,2016,"[35.0, 40.0)",male,66083
1119,"[0.45, 0.75)",right,2016,"[35.0, 40.0)",female,41558
1120,"[0.45, 0.75)",right,2016,"[40.0, 45.0)",male,89462
1121,"[0.45, 0.75)",right,2016,"[40.0, 45.0)",female,111693
1122,"[0.45, 0.75)",right,2016,"[45.0, 50.0)",male,106167
1123,"[0.45, 0.75)",right,2016,"[45.0, 50.0)",female,135357
1124,"[0.45, 0.75)",right,2016,"[50.0, 55.0)",male,137410
1125,"[0.45, 0.75)",right,2016,"[50.0, 55.0)",female,192070
1126,"[0.45, 0.75)",right,2016,"[55.0, 60.0)",male,144841
1127,"[0.45, 0.75)",right,2016,"[55.0, 60.0)",female,200548
1128,"[0.45, 0.75)",right,2016,"[60.0, 65.0)",male,171841
1129,"[0.45, 0.75)",right,2016,"[60.0, 65.0)",female,247137
1130,"[0.45, 0.75)",right,2016,"[65.0, 70.0)",male,121879
1131,"[0.45, 0.75)",right,2016,"[65.0, 70.0)",female,151944
1132,"[0.45, 0.75)",right,2016,"[70.0, 75.0)",male,129286
1133,"[0.45, 0.75)",right,2016,"[70.0, 75.0)",female,168566
1134,"[0.45, 0.75)",right,2016,"[75.0, 80.0)",male,60901
1135,"[0.45, 0.75)",right,2016,"[75.0, 80.0)",female,79342
1136,"[0.45, 0.75)",right,2016,"[80.0, 85.0)",male,36431
1137,"[0.45, 0.75)",right,2016,"[80.0, 85.0)",female,48874
1138,"[0.45, 0.75)",right,2016,"[85.0, inf)",male,6799
1139,"[0.45, 0.75)",right,2016,"[85.0, inf)",female,11089
1140,"[0.45, 0.75)",right,2015,"[0.0, 20.0)",male,2388
1141,"[0.45, 0.75)",right,2015,"[0.0, 20.0)",female,2198
1142,"[0.45, 0.75)",right,2015,"[20.0, 25.0)",male,16817
1143,"[0.45, 0.75)",right,2015,"[20.0, 25.0)",female,26629
1144,"[0.45, 0.75)",right,2015,"[25.0, 30.0)",male,51358
1145,"[0.45, 0.75)",right,2015,"[25.0, 30.0)",female,52553
1146,"[0.45, 0.75)",right,2015,"[30.0, 35.0)",male,74032
1147,"[0.45, 0.75)",right,2015,"[30.0, 35.0)",female,57804
1148,"[0.45, 0.75)",right,2015,"[35.0, 40.0)",male,61135
1149,"[0.45, 0.75)",right,2015,"[35.0, 40.0)",female,43201
1150,"[0.45, 0.75)",right,2015,"[40.0, 45.0)",male,88926
1151,"[0.45, 0.75)",right,2015,"[40.0, 45.0)",female,112884
1152,"[0.45, 0.75)",right,2015,"[45.0, 50.0)",male,103152
1153,"[0.45, 0.75)",right,2015,"[45.0, 50.0)",female,129082
1154,"[0.45, 0.75)",right,2015,"[50.0, 55.0)",male,139507
1155,"[0.45, 0.75)",right,2015,"[50.0, 55.0)",female,193377
1156,"[0.45, 0.75)",right,2015,"[55.0, 60.0)",male,142155
1157,"[0.45, 0.75)",right,2015,"[55.0, 60.0)",female,188307
1158,"[0.45, 0.75)",right,2015,"[60.0, 65.0)",male,155463
1159,"[0.45, 0.75)",right,2015,"[60.0, 65.0)",female,219471
1160,"[0.45, 0.75)",right,2015,"[65.0, 70.0)",male,121994
1161,"[0.45, 0.75)",right,2015,"[65.0, 70.0)",female,151403
1162,"[0.45, 0.75)",right,2015,"[70.0, 75.0)",male,119460
