,visual acuity,side,year,age,gender,n
1921,"[1.05, 1.55)",right,2017,"[0.0, 20.0)",female,3040
1922,"[1.05, 1.55)",right,2017,"[20.0, 25.0)",male,70199
1923,"[1.05, 1.55)",right,2017,"[20.0, 25.0)",female,68618
1924,"[1.05, 1.55)",right,2017,"[25.0, 30.0)",male,260347
1925,"[1.05, 1.55)",right,2017,"[25.0, 30.0)",female,173026
1926,"[1.05, 1.55)",right,2017,"[30.0, 35.0)",male,373000
1927,"[1.05, 1.55)",right,2017,"[30.0, 35.0)",female,173392
1928,"[1.05, 1.55)",right,2017,"[35.0, 40.0)",male,464990
1929,"[1.05, 1.55)",right,2017,"[35.0, 40.0)",female,169457
1930,"[1.05, 1.55)",right,2017,"[40.0, 45.0)",male,528308
1931,"[1.05, 1.55)",right,2017,"[40.0, 45.0)",female,345029
1932,"[1.05, 1.55)",right,2017,"[45.0, 50.0)",male,399784
1933,"[1.05, 1.55)",right,2017,"[45.0, 50.0)",female,238578
1934,"[1.05, 1.55)",right,2017,"[50.0, 55.0)",male,339696
1935,"[1.05, 1.55)",right,2017,"[50.0, 55.0)",female,226336
1936,"[1.05, 1.55)",right,2017,"[55.0, 60.0)",male,239106
1937,"[1.05, 1.55)",right,2017,"[55.0, 60.0)",female,144786
1938,"[1.05, 1.55)",right,2017,"[60.0, 65.0)",male,153708
1939,"[1.05, 1.55)",right,2017,"[60.0, 65.0)",female,88721
1940,"[1.05, 1.55)",right,2017,"[65.0, 70.0)",male,51056
1941,"[1.05, 1.55)",right,2017,"[65.0, 70.0)",female,23468
1942,"[1.05, 1.55)",right,2017,"[70.0, 75.0)",male,29963
1943,"[1.05, 1.55)",right,2017,"[70.0, 75.0)",female,15625
1944,"[1.05, 1.55)",right,2017,"[75.0, 80.0)",male,8765
1945,"[1.05, 1.55)",right,2017,"[75.0, 80.0)",female,4775
1946,"[1.05, 1.55)",right,2017,"[80.0, 85.0)",male,3378
1947,"[1.05, 1.55)",right,2017,"[80.0, 85.0)",female,2266
1948,"[1.05, 1.55)",right,2017,"[85.0, inf)",male,407
1949,"[1.05, 1.55)",right,2017,"[85.0, inf)",female,340
1950,"[1.05, 1.55)",right,2016,"[0.0, 20.0)",male,6190
1951,"[1.05, 1.55)",right,2016,"[0.0, 20.0)",female,3537
1952,"[1.05, 1.55)",right,2016,"[20.0, 25.0)",male,71520
1953,"[1.05, 1.55)",right,2016,"[20.0, 25.0)",female,71577
1954,"[1.05, 1.55)",right,2016,"[25.0, 30.0)",male,256307
1955,"[1.05, 1.55)",right,2016,"[25.0, 30.0)",female,180735
1956,"[1.05, 1.55)",right,2016,"[30.0, 35.0)",male,395505
1957,"[1.05, 1.55)",right,2016,"[30.0, 35.0)",female,174049
1958,"[1.05, 1.55)",right,2016,"[35.0, 40.0)",male,464398
1959,"[1.05, 1.55)",right,2016,"[35.0, 40.0)",female,160674
1960,"[1.05, 1.55)",right,2016,"[40.0, 45.0)",male,538544
1961,"[1.05, 1.55)",right,2016,"[40.0, 45.0)",female,346152
1962,"[1.05, 1.55)",right,2016,"[45.0, 50.0)",male,393436
1963,"[1.05, 1.55)",right,2016,"[45.0, 50.0)",female,238422
1964,"[1.05, 1.55)",right,2016,"[50.0, 55.0)",male,340174
1965,"[1.05, 1.55)",right,2016,"[50.0, 55.0)",female,220413
1966,"[1.05, 1.55)",right,2016,"[55.0, 60.0)",male,228488
1967,"[1.05, 1.55)",right,2016,"[55.0, 60.0)",female,136651
1968,"[1.05, 1.55)",right,2016,"[60.0, 65.0)",male,139658
1969,"[1.05, 1.55)",right,2016,"[60.0, 65.0)",female,78689
1970,"[1.05, 1.55)",right,2016,"[65.0, 70.0)",male,48381
1971,"[1.05, 1.55)",right,2016,"[65.0, 70.0)",female,22547
1972,"[1.05, 1.55)",right,2016,"[70.0, 75.0)",male,28248
1973,"[1.05, 1.55)",right,2016,"[70.0, 75.0)",female,14235
1974,"[1.05, 1.55)",right,2016,"[75.0, 80.0)",male,7388
1975,"[1.05, 1.55)",right,2016,"[75.0, 80.0)",female,4200
1976,"[1.05, 1.55)",right,2016,"[80.0, 85.0)",male,2987
1977,"[1.05, 1.55)",right,2016,"[80.0, 85.0)",female,2038
1978,"[1.05, 1.55)",right,2016,"[85.0, inf)",male,359
1979,"[1.05, 1.55)",right,2016,"[85.0, inf)",female,316
1980,"[1.05, 1.55)",right,2015,"[0.0, 20.0)",male,6154
1981,"[1.05, 1.55)",right,2015,"[0.0, 20.0)",female,3549
1982,"[1.05, 1.55)",right,2015,"[20.0, 25.0)",male,70785
1983,"[1.05, 1.55)",right,2015,"[20.0, 25.0)",female,67088
1984,"[1.05, 1.55)",right,2015,"[25.0, 30.0)",male,252960
1985,"[1.05, 1.55)",right,2015,"[25.0, 30.0)",female,158328
1986,"[1.05, 1.55)",right,2015,"[30.0, 35.0)",male,417266
1987,"[1.05, 1.55)",right,2015,"[30.0, 35.0)",female,187105
1988,"[1.05, 1.55)",right,2015,"[35.0, 40.0)",male,440290
1989,"[1.05, 1.55)",right,2015,"[35.0, 40.0)",female,166507
1990,"[1.05, 1.55)",right,2015,"[40.0, 45.0)",male,540151
1991,"[1.05, 1.55)",right,2015,"[40.0, 45.0)",female,345766
1992,"[1.05, 1.55)",right,2015,"[45.0, 50.0)",male,378744
1993,"[1.05, 1.55)",right,2015,"[45.0, 50.0)",female,225283
1994,"[1.05, 1.55)",right,2015,"[50.0, 55.0)",male,335086
1995,"[1.05, 1.55)",right,2015,"[50.0, 55.0)",female,216139
1996,"[1.05, 1.55)",right,2015,"[55.0, 60.0)",male,216525
1997,"[1.05, 1.55)",right,2015,"[55.0, 60.0)",female,122817
1998,"[1.05, 1.55)",right,2015,"[60.0, 65.0)",male,122438
1999,"[1.05, 1.55)",right,2015,"[60.0, 65.0)",female,67835
2000,"[1.05, 1.55)",right,2015,"[65.0, 70.0)",male,46812
2001,"[1.05, 1.55)",right,2015,"[65.0, 70.0)",female,20977
2002,"[1.05, 1.55)",right,2015,"[70.0, 75.0)",male,24214
2003,"[1.05, 1.55)",right,2015,"[70.0, 75.0)",female,11697
2004,"[1.05, 1.55)",right,2015,"[75.0, 80.0)",male,6754
2005,"[1.05, 1.55)",right,2015,"[75.0, 80.0)",female,3638
2006,"[1.05, 1.55)",right,2015,"[80.0, 85.0)",male,2408
2007,"[1.05, 1.55)",right,2015,"[80.0, 85.0)",female,1559
2008,"[1.05, 1.55)",right,2015,"[85.0, inf)",male,326
2009,"[1.05, 1.55)",right,2015,"[85.0, inf)",female,246
2010,"[1.05, 1.55)",right,2014,"[0.0, 20.0)",male,6021
2011,"[1.05, 1.55)",right,2014,"[0.0, 20.0)",female,4024
2012,"[1.05, 1.55)",right,2014,"[20.0, 25.0)",male,69926
2013,"[1.05, 1.55)",right,2014,"[20.0, 25.0)",female,65156
2014,"[1.05, 1.55)",right,2014,"[25.0, 30.0)",male,247686
2015,"[1.05, 1.55)",right,2014,"[25.0, 30.0)",female,154041
2016,"[1.05, 1.55)",right,2014,"[30.0, 35.0)",male,423054
2017,"[1.05, 1.55)",right,2014,"[30.0, 35.0)",female,168940
2018,"[1.05, 1.55)",right,2014,"[35.0, 40.0)",male,427031
2019,"[1.05, 1.55)",right,2014,"[35.0, 40.0)",female,155797
2020,"[1.05, 1.55)",right,2014,"[40.0, 45.0)",male,375008
2021,"[1.05, 1.55)",right,2014,"[40.0, 45.0)",female,219353
2022,"[1.05, 1.55)",right,2014,"[45.0, 50.0)",male,342545
2023,"[1.05, 1.55)",right,2014,"[45.0, 50.0)",female,203234
2024,"[1.05, 1.55)",right,2014,"[50.0, 55.0)",male,310155
2025,"[1.05, 1.55)",right,2014,"[50.0, 55.0)",female,203258
2026,"[1.05, 1.55)",right,2014,"[55.0, 60.0)",male,192164
2027,"[1.05, 1.55)",right,2014,"[55.0, 60.0)",female,105076
2028,"[1.05, 1.55)",right,2014,"[60.0, 65.0)",male,104329
2029,"[1.05, 1.55)",right,2014,"[60.0, 65.0)",female,57806
2030,"[1.05, 1.55)",right,2014,"[65.0, 70.0)",male,22891
2031,"[1.05, 1.55)",right,2014,"[65.0, 70.0)",female,8316
2032,"[1.05, 1.55)",right,2014,"[70.0, 75.0)",male,22204
2033,"[1.05, 1.55)",right,2014,"[70.0, 75.0)",female,10730
2034,"[1.05, 1.55)",right,2014,"[75.0, 80.0)",male,5460
2035,"[1.05, 1.55)",right,2014,"[75.0, 80.0)",female,3110
2036,"[1.05, 1.55)",right,2014,"[80.0, 85.0)",male,1846
2037,"[1.05, 1.55)",right,2014,"[80.0, 85.0)",female,1396
2038,"[1.05, 1.55)",right,2014,"[85.0, inf)",male,256
2039,"[1.05, 1.55)",right,2014,"[85.0, inf)",female,170
2040,"[1.05, 1.55)",right,2013,"[0.0, 20.0)",male,5992
2041,"[1.05, 1.55)",right,2013,"[0.0, 20.0)",female,4604
2042,"[1.05, 1.55)",right,2013,"[20.0, 25.0)",male,67392
2043,"[1.05, 1.55)",right,2013,"[20.0, 25.0)",female,61737
2044,"[1.05, 1.55)",right,2013,"[25.0, 30.0)",male,243653
2045,"[1.05, 1.55)",right,2013,"[25.0, 30.0)",female,147031
2046,"[1.05, 1.55)",right,2013,"[30.0, 35.0)",male,424599
2047,"[1.05, 1.55)",right,2013,"[30.0, 35.0)",female,147222
2048,"[1.05, 1.55)",right,2013,"[35.0, 40.0)",male,399649
2049,"[1.05, 1.55)",right,2013,"[35.0, 40.0)",female,119986
2050,"[1.05, 1.55)",right,2013,"[40.0, 45.0)",male,362944
2051,"[1.05, 1.55)",right,2013,"[40.0, 45.0)",female,211898
2052,"[1.05, 1.55)",right,2013,"[45.0, 50.0)",male,306091
2053,"[1.05, 1.55)",right,2013,"[45.0, 50.0)",female,180878
2054,"[1.05, 1.55)",right,2013,"[50.0, 55.0)",male,276271
2055,"[1.05, 1.55)",right,2013,"[50.0, 55.0)",female,183096
2056,"[1.05, 1.55)",right,2013,"[55.0, 60.0)",male,163582
2057,"[1.05, 1.55)",right,2013,"[55.0, 60.0)",female,93892
2058,"[1.05, 1.55)",right,2013,"[60.0, 65.0)",male,85805
2059,"[1.05, 1.55)",right,2013,"[60.0, 65.0)",female,46975
2060,"[1.05, 1.55)",right,2013,"[65.0, 70.0)",male,19361
2061,"[1.05, 1.55)",right,2013,"[65.0, 70.0)",female,6815
2062,"[1.05, 1.55)",right,2013,"[70.0, 75.0)",male,19705
2063,"[1.05, 1.55)",right,2013,"[70.0, 75.0)",female,9268
2064,"[1.05, 1.55)",right,2013,"[75.0, 80.0)",male,4631
2065,"[1.05, 1.55)",right,2013,"[75.0, 80.0)",female,2605
2066,"[1.05, 1.55)",right,2013,"[80.0, 85.0)",male,1462
2067,"[1.05, 1.55)",right,2013,"[80.0, 85.0)",female,1064
2068,"[1.05, 1.55)",right,2013,"[85.0, inf)",male,216
2069,"[1.05, 1.55)",right,2013,"[85.0, inf)",female,131
2070,"[1.05, 1.55)",right,2012,"[0.0, 20.0)",male,4559
2071,"[1.05, 1.55)",right,2012,"[0.0, 20.0)",female,4616
2072,"[1.05, 1.55)",right,2012,"[20.0, 25.0)",male,63469
2073,"[1.05, 1.55)",right,2012,"[20.0, 25.0)",female,58072
2074,"[1.05, 1.55)",right,2012,"[25.0, 30.0)",male,240268
2075,"[1.05, 1.55)",right,2012,"[25.0, 30.0)",female,143921
2076,"[1.05, 1.55)",right,2012,"[30.0, 35.0)",male,410367
2077,"[1.05, 1.55)",right,2012,"[30.0, 35.0)",female,154666
2078,"[1.05, 1.55)",right,2012,"[35.0, 40.0)",male,411509
2079,"[1.05, 1.55)",right,2012,"[35.0, 40.0)",female,141344
2080,"[1.05, 1.55)",right,2012,"[40.0, 45.0)",male,349212
2081,"[1.05, 1.55)",right,2012,"[40.0, 45.0)",female,207802
2082,"[1.05, 1.55)",right,2012,"[45.0, 50.0)",male,304278
2083,"[1.05, 1.55)",right,2012,"[45.0, 50.0)",female,177789
2084,"[1.05, 1.55)",right,2012,"[50.0, 55.0)",male,298967
2085,"[1.05, 1.55)",right,2012,"[50.0, 55.0)",female,193049
2086,"[1.05, 1.55)",right,2012,"[55.0, 60.0)",male,161764
2087,"[1.05, 1.55)",right,2012,"[55.0, 60.0)",female,85101
2088,"[1.05, 1.55)",right,2012,"[60.0, 65.0)",male,88640
2089,"[1.05, 1.55)",right,2012,"[60.0, 65.0)",female,48087
2090,"[1.05, 1.55)",right,2012,"[65.0, 70.0)",male,18127
2091,"[1.05, 1.55)",right,2012,"[65.0, 70.0)",female,6382
2092,"[1.05, 1.55)",right,2012,"[70.0, 75.0)",male,19414
2093,"[1.05, 1.55)",right,2012,"[70.0, 75.0)",female,8901
2094,"[1.05, 1.55)",right,2012,"[75.0, 80.0)",male,4063
2095,"[1.05, 1.55)",right,2012,"[75.0, 80.0)",female,2358
2096,"[1.05, 1.55)",right,2012,"[80.0, 85.0)",male,1318
2097,"[1.05, 1.55)",right,2012,"[80.0, 85.0)",female,844
2098,"[1.05, 1.55)",right,2012,"[85.0, inf)",male,164
2099,"[1.05, 1.55)",right,2012,"[85.0, inf)",female,95
2100,"[1.55, 2.05)",left,2011,"[0.0, 20.0)",male,164
2101,"[1.55, 2.05)",left,2011,"[0.0, 20.0)",female,151
2102,"[1.55, 2.05)",left,2011,"[20.0, 25.0)",male,4241
2103,"[1.55, 2.05)",left,2011,"[20.0, 25.0)",female,2253
2104,"[1.55, 2.05)",left,2011,"[25.0, 30.0)",male,15441
2105,"[1.55, 2.05)",left,2011,"[25.0, 30.0)",female,5788
2106,"[1.55, 2.05)",left,2011,"[30.0, 35.0)",male,21853
2107,"[1.55, 2.05)",left,2011,"[30.0, 35.0)",female,5014
2108,"[1.55, 2.05)",left,2011,"[35.0, 40.0)",male,22701
2109,"[1.55, 2.05)",left,2011,"[35.0, 40.0)",female,5090
2110,"[1.55, 2.05)",left,2011,"[40.0, 45.0)",male,16984
2111,"[1.55, 2.05)",left,2011,"[40.0, 45.0)",female,7635
2112,"[1.55, 2.05)",left,2011,"[45.0, 50.0)",male,12162
2113,"[1.55, 2.05)",left,2011,"[45.0, 50.0)",female,5020
2114,"[1.55, 2.05)",left,2011,"[50.0, 55.0)",male,9063
2115,"[1.55, 2.05)",left,2011,"[50.0, 55.0)",female,4051
2116,"[1.55, 2.05)",left,2011,"[55.0, 60.0)",male,3570
2117,"[1.55, 2.05)",left,2011,"[55.0, 60.0)",female,1214
2118,"[1.55, 2.05)",left,2011,"[60.0, 65.0)",male,1582
2119,"[1.55, 2.05)",left,2011,"[60.0, 65.0)",female,487
2120,"[1.55, 2.05)",left,2011,"[65.0, 70.0)",male,231
2121,"[1.55, 2.05)",left,2011,"[65.0, 70.0)",female,77
2122,"[1.55, 2.05)",left,2011,"[70.0, 75.0)",male,191
2123,"[1.55, 2.05)",left,2011,"[70.0, 75.0)",female,77
2124,"[1.55, 2.05)",left,2011,"[75.0, 80.0)",male,34
2125,"[1.55, 2.05)",left,2011,"[75.0, 80.0)",female,24
2126,"[1.55, 2.05)",left,2011,"[80.0, 85.0)",male,8
2127,"[1.55, 2.05)",left,2011,"[80.0, 85.0)",female,6
2128,"[1.55, 2.05)",left,2011,"[85.0, inf)",male,1
2129,"[1.55, 2.05)",left,2011,"[85.0, inf)",female,6
2130,"[1.55, 2.05)",left,2017,"[0.0, 20.0)",male,175
2131,"[1.55, 2.05)",left,2017,"[0.0, 20.0)",female,63
2132,"[1.55, 2.05)",left,2017,"[20.0, 25.0)",male,3600
2133,"[1.55, 2.05)",left,2017,"[20.0, 25.0)",female,1841
2134,"[1.55, 2.05)",left,2017,"[25.0, 30.0)",male,10826
2135,"[1.55, 2.05)",left,2017,"[25.0, 30.0)",female,4468
2136,"[1.55, 2.05)",left,2017,"[30.0, 35.0)",male,14308
2137,"[1.55, 2.05)",left,2017,"[30.0, 35.0)",female,4863
2138,"[1.55, 2.05)",left,2017,"[35.0, 40.0)",male,17376
2139,"[1.55, 2.05)",left,2017,"[35.0, 40.0)",female,5224
2140,"[1.55, 2.05)",left,2017,"[40.0, 45.0)",male,19991
2141,"[1.55, 2.05)",left,2017,"[40.0, 45.0)",female,10258
2142,"[1.55, 2.05)",left,2017,"[45.0, 50.0)",male,11669
2143,"[1.55, 2.05)",left,2017,"[45.0, 50.0)",female,5199
2144,"[1.55, 2.05)",left,2017,"[50.0, 55.0)",male,8229
2145,"[1.55, 2.05)",left,2017,"[50.0, 55.0)",female,4082
2146,"[1.55, 2.05)",left,2017,"[55.0, 60.0)",male,4829
2147,"[1.55, 2.05)",left,2017,"[55.0, 60.0)",female,2060
2148,"[1.55, 2.05)",left,2017,"[60.0, 65.0)",male,2356
2149,"[1.55, 2.05)",left,2017,"[60.0, 65.0)",female,959
2150,"[1.55, 2.05)",left,2017,"[65.0, 70.0)",male,644
2151,"[1.55, 2.05)",left,2017,"[65.0, 70.0)",female,199
2152,"[1.55, 2.05)",left,2017,"[70.0, 75.0)",male,297
2153,"[1.55, 2.05)",left,2017,"[70.0, 75.0)",female,120
2154,"[1.55, 2.05)",left,2017,"[75.0, 80.0)",male,70
2155,"[1.55, 2.05)",left,2017,"[75.0, 80.0)",female,40
2156,"[1.55, 2.05)",left,2017,"[80.0, 85.0)",male,28
2157,"[1.55, 2.05)",left,2017,"[80.0, 85.0)",female,27
2158,"[1.55, 2.05)",left,2017,"[85.0, inf)",male,6
2159,"[1.55, 2.05)",left,2017,"[85.0, inf)",female,1
2160,"[1.55, 2.05)",left,2016,"[0.0, 20.0)",male,261
2161,"[1.55, 2.05)",left,2016,"[0.0, 20.0)",female,86
2162,"[1.55, 2.05)",left,2016,"[20.0, 25.0)",male,4161
2163,"[1.55, 2.05)",left,2016,"[20.0, 25.0)",female,2065
2164,"[1.55, 2.05)",left,2016,"[25.0, 30.0)",male,11676
2165,"[1.55, 2.05)",left,2016,"[25.0, 30.0)",female,5068
2166,"[1.55, 2.05)",left,2016,"[30.0, 35.0)",male,16341
2167,"[1.55, 2.05)",left,2016,"[30.0, 35.0)",female,5113
2168,"[1.55, 2.05)",left,2016,"[35.0, 40.0)",male,18928
2169,"[1.55, 2.05)",left,2016,"[35.0, 40.0)",female,5386
2170,"[1.55, 2.05)",left,2016,"[40.0, 45.0)",male,21943
2171,"[1.55, 2.05)",left,2016,"[40.0, 45.0)",female,10987
2172,"[1.55, 2.05)",left,2016,"[45.0, 50.0)",male,12414
2173,"[1.55, 2.05)",left,2016,"[45.0, 50.0)",female,5629
2174,"[1.55, 2.05)",left,2016,"[50.0, 55.0)",male,8621
2175,"[1.55, 2.05)",left,2016,"[50.0, 55.0)",female,4028
2176,"[1.55, 2.05)",left,2016,"[55.0, 60.0)",male,4968
2177,"[1.55, 2.05)",left,2016,"[55.0, 60.0)",female,1968
2178,"[1.55, 2.05)",left,2016,"[60.0, 65.0)",male,2491
2179,"[1.55, 2.05)",left,2016,"[60.0, 65.0)",female,870
2180,"[1.55, 2.05)",left,2016,"[65.0, 70.0)",male,627
2181,"[1.55, 2.05)",left,2016,"[65.0, 70.0)",female,187
2182,"[1.55, 2.05)",left,2016,"[70.0, 75.0)",male,289
2183,"[1.55, 2.05)",left,2016,"[70.0, 75.0)",female,113
2184,"[1.55, 2.05)",left,2016,"[75.0, 80.0)",male,75
2185,"[1.55, 2.05)",left,2016,"[75.0, 80.0)",female,38
2186,"[1.55, 2.05)",left,2016,"[80.0, 85.0)",male,18
2187,"[1.55, 2.05)",left,2016,"[80.0, 85.0)",female,25
2188,"[1.55, 2.05)",left,2016,"[85.0, inf)",male,6
2189,"[1.55, 2.05)",left,2016,"[85.0, inf)",female,8
2190,"[1.55, 2.05)",left,2015,"[0.0, 20.0)",male,213
2191,"[1.55, 2.05)",left,2015,"[0.0, 20.0)",female,85
2192,"[1.55, 2.05)",left,2015,"[20.0, 25.0)",male,4139
2193,"[1.55, 2.05)",left,2015,"[20.0, 25.0)",female,1974
2194,"[1.55, 2.05)",left,2015,"[25.0, 30.0)",male,11715
2195,"[1.55, 2.05)",left,2015,"[25.0, 30.0)",female,4681
2196,"[1.55, 2.05)",left,2015,"[30.0, 35.0)",male,17709
2197,"[1.55, 2.05)",left,2015,"[30.0, 35.0)",female,5725
2198,"[1.55, 2.05)",left,2015,"[35.0, 40.0)",male,18979
2199,"[1.55, 2.05)",left,2015,"[35.0, 40.0)",female,5689
2200,"[1.55, 2.05)",left,2015,"[40.0, 45.0)",male,22746
2201,"[1.55, 2.05)",left,2015,"[40.0, 45.0)",female,11711
2202,"[1.55, 2.05)",left,2015,"[45.0, 50.0)",male,12457
2203,"[1.55, 2.05)",left,2015,"[45.0, 50.0)",female,5713
2204,"[1.55, 2.05)",left,2015,"[50.0, 55.0)",male,8867
2205,"[1.55, 2.05)",left,2015,"[50.0, 55.0)",female,4032
2206,"[1.55, 2.05)",left,2015,"[55.0, 60.0)",male,4736
2207,"[1.55, 2.05)",left,2015,"[55.0, 60.0)",female,1875
2208,"[1.55, 2.05)",left,2015,"[60.0, 65.0)",male,2160
2209,"[1.55, 2.05)",left,2015,"[60.0, 65.0)",female,794
2210,"[1.55, 2.05)",left,2015,"[65.0, 70.0)",male,611
2211,"[1.55, 2.05)",left,2015,"[65.0, 70.0)",female,214
2212,"[1.55, 2.05)",left,2015,"[70.0, 75.0)",male,279
2213,"[1.55, 2.05)",left,2015,"[70.0, 75.0)",female,103
2214,"[1.55, 2.05)",left,2015,"[75.0, 80.0)",male,60
2215,"[1.55, 2.05)",left,2015,"[75.0, 80.0)",female,36
2216,"[1.55, 2.05)",left,2015,"[80.0, 85.0)",male,20
2217,"[1.55, 2.05)",left,2015,"[80.0, 85.0)",female,18
2218,"[1.55, 2.05)",left,2015,"[85.0, inf)",male,5
2219,"[1.55, 2.05)",left,2015,"[85.0, inf)",female,2
2220,"[1.55, 2.05)",left,2014,"[0.0, 20.0)",male,227
2221,"[1.55, 2.05)",left,2014,"[0.0, 20.0)",female,115
2222,"[1.55, 2.05)",left,2014,"[20.0, 25.0)",male,4090
2223,"[1.55, 2.05)",left,2014,"[20.0, 25.0)",female,1943
2224,"[1.55, 2.05)",left,2014,"[25.0, 30.0)",male,11811
2225,"[1.55, 2.05)",left,2014,"[25.0, 30.0)",female,4651
2226,"[1.55, 2.05)",left,2014,"[30.0, 35.0)",male,18015
2227,"[1.55, 2.05)",left,2014,"[30.0, 35.0)",female,5443
2228,"[1.55, 2.05)",left,2014,"[35.0, 40.0)",male,18892
2229,"[1.55, 2.05)",left,2014,"[35.0, 40.0)",female,5541
2230,"[1.55, 2.05)",left,2014,"[40.0, 45.0)",male,15400
2231,"[1.55, 2.05)",left,2014,"[40.0, 45.0)",female,7215
2232,"[1.55, 2.05)",left,2014,"[45.0, 50.0)",male,11340
2233,"[1.55, 2.05)",left,2014,"[45.0, 50.0)",female,5175
2234,"[1.55, 2.05)",left,2014,"[50.0, 55.0)",male,8556
2235,"[1.55, 2.05)",left,2014,"[50.0, 55.0)",female,3934
2236,"[1.55, 2.05)",left,2014,"[55.0, 60.0)",male,4454
2237,"[1.55, 2.05)",left,2014,"[55.0, 60.0)",female,1679
2238,"[1.55, 2.05)",left,2014,"[60.0, 65.0)",male,1993
2239,"[1.55, 2.05)",left,2014,"[60.0, 65.0)",female,701
2240,"[1.55, 2.05)",left,2014,"[65.0, 70.0)",male,342
2241,"[1.55, 2.05)",left,2014,"[65.0, 70.0)",female,88
2242,"[1.55, 2.05)",left,2014,"[70.0, 75.0)",male,239
2243,"[1.55, 2.05)",left,2014,"[70.0, 75.0)",female,84
2244,"[1.55, 2.05)",left,2014,"[75.0, 80.0)",male,50
2245,"[1.55, 2.05)",left,2014,"[75.0, 80.0)",female,25
2246,"[1.55, 2.05)",left,2014,"[80.0, 85.0)",male,14
2247,"[1.55, 2.05)",left,2014,"[80.0, 85.0)",female,17
2248,"[1.55, 2.05)",left,2014,"[85.0, inf)",male,3
2249,"[1.55, 2.05)",left,2014,"[85.0, inf)",female,3
2250,"[1.55, 2.05)",left,2013,"[0.0, 20.0)",male,250
2251,"[1.55, 2.05)",left,2013,"[0.0, 20.0)",female,123
2252,"[1.55, 2.05)",left,2013,"[20.0, 25.0)",male,4180
2253,"[1.55, 2.05)",left,2013,"[20.0, 25.0)",female,1969
2254,"[1.55, 2.05)",left,2013,"[25.0, 30.0)",male,11966
2255,"[1.55, 2.05)",left,2013,"[25.0, 30.0)",female,4731
2256,"[1.55, 2.05)",left,2013,"[30.0, 35.0)",male,18676
2257,"[1.55, 2.05)",left,2013,"[30.0, 35.0)",female,4795
2258,"[1.55, 2.05)",left,2013,"[35.0, 40.0)",male,18679
2259,"[1.55, 2.05)",left,2013,"[35.0, 40.0)",female,4510
2260,"[1.55, 2.05)",left,2013,"[40.0, 45.0)",male,15834
2261,"[1.55, 2.05)",left,2013,"[40.0, 45.0)",female,7244
2262,"[1.55, 2.05)",left,2013,"[45.0, 50.0)",male,10972
2263,"[1.55, 2.05)",left,2013,"[45.0, 50.0)",female,4831
2264,"[1.55, 2.05)",left,2013,"[50.0, 55.0)",male,8324
2265,"[1.55, 2.05)",left,2013,"[50.0, 55.0)",female,3763
2266,"[1.55, 2.05)",left,2013,"[55.0, 60.0)",male,3963
2267,"[1.55, 2.05)",left,2013,"[55.0, 60.0)",female,1488
2268,"[1.55, 2.05)",left,2013,"[60.0, 65.0)",male,1572
2269,"[1.55, 2.05)",left,2013,"[60.0, 65.0)",female,553
2270,"[1.55, 2.05)",left,2013,"[65.0, 70.0)",male,270
2271,"[1.55, 2.05)",left,2013,"[65.0, 70.0)",female,78
2272,"[1.55, 2.05)",left,2013,"[70.0, 75.0)",male,209
2273,"[1.55, 2.05)",left,2013,"[70.0, 75.0)",female,89
2274,"[1.55, 2.05)",left,2013,"[75.0, 80.0)",male,46
2275,"[1.55, 2.05)",left,2013,"[75.0, 80.0)",female,27
2276,"[1.55, 2.05)",left,2013,"[80.0, 85.0)",male,13
2277,"[1.55, 2.05)",left,2013,"[80.0, 85.0)",female,9
2278,"[1.55, 2.05)",left,2013,"[85.0, inf)",male,2
2279,"[1.55, 2.05)",left,2013,"[85.0, inf)",female,3
2280,"[1.55, 2.05)",left,2012,"[0.0, 20.0)",male,201
2281,"[1.55, 2.05)",left,2012,"[0.0, 20.0)",female,125
2282,"[1.55, 2.05)",left,2012,"[20.0, 25.0)",male,3944
2283,"[1.55, 2.05)",left,2012,"[20.0, 25.0)",female,1774
2284,"[1.55, 2.05)",left,2012,"[25.0, 30.0)",male,12187
2285,"[1.55, 2.05)",left,2012,"[25.0, 30.0)",female,4802
2286,"[1.55, 2.05)",left,2012,"[30.0, 35.0)",male,19186
2287,"[1.55, 2.05)",left,2012,"[30.0, 35.0)",female,5462
2288,"[1.55, 2.05)",left,2012,"[35.0, 40.0)",male,20430
2289,"[1.55, 2.05)",left,2012,"[35.0, 40.0)",female,5509
2290,"[1.55, 2.05)",left,2012,"[40.0, 45.0)",male,16256
2291,"[1.55, 2.05)",left,2012,"[40.0, 45.0)",female,7517
2292,"[1.55, 2.05)",left,2012,"[45.0, 50.0)",male,11644
2293,"[1.55, 2.05)",left,2012,"[45.0, 50.0)",female,4895
2294,"[1.55, 2.05)",left,2012,"[50.0, 55.0)",male,9419
2295,"[1.55, 2.05)",left,2012,"[50.0, 55.0)",female,4228
2296,"[1.55, 2.05)",left,2012,"[55.0, 60.0)",male,4166
2297,"[1.55, 2.05)",left,2012,"[55.0, 60.0)",female,1453
2298,"[1.55, 2.05)",left,2012,"[60.0, 65.0)",male,1746
2299,"[1.55, 2.05)",left,2012,"[60.0, 65.0)",female,679
2300,"[1.55, 2.05)",left,2012,"[65.0, 70.0)",male,270
2301,"[1.55, 2.05)",left,2012,"[65.0, 70.0)",female,67
